nestl_bw,nestl_fws,sex,nestl,sex_ratio,incomplete,nestl_age,nestl_r_tars,nestl_mass,ln_nestl_r_tars,ln_nestl_mass,nestl_scaled_mass,mean_brood_mass,sd_brood_mass,nest_id,year,plot,elevation,treatment,female_fws,female_bands,female_age,female_r_tars,female_mass,ln_female_r_tars,ln_female_mass,ln_female_scaled_mass,male_fws,male_bands,male_age,ccd,ccd_ord,eggs,hd,hd_ord,hatched,fd,fd_ord,fledged,fate,period,caterpillar_biomass_nestl,ln_caterpillar_biomass_nestl
6747,2640-70665,0,3,0.33,,6,16.91,7.73,2.827905163,2.045108863,7.489467622,7.16,0.727942305,"""11-139""",2011,HB-main,High,Control,2640-70637,"KB,OA",SY,18.75,8.83,2.931193752,2.178155015,8.826572985,2391-68798,"KP,RA",SY,7/5/11,186,3,7/17/11,198,3,7/25/11,206,2,FLEDGED,3,75.47929104,4.323858328
6748,2640-70666,0,3,0.33,,6,16.07,7.41,2.77695418,2.002830439,7.62120006,7.16,0.727942305,"""11-139""",2011,HB-main,High,Control,2640-70637,"KB,OA",SY,18.75,8.83,2.931193752,2.178155015,8.826572985,2391-68798,"KP,RA",SY,7/5/11,186,3,7/17/11,198,3,7/25/11,206,2,FLEDGED,3,75.47929104,4.323858328
6749,2640-70667,1,3,0.33,,6,12.73,6.34,2.543961413,1.846878768,8.568131645,7.16,0.727942305,"""11-139""",2011,HB-main,High,Control,2640-70637,"KB,OA",SY,18.75,8.83,2.931193752,2.178155015,8.826572985,2391-68798,"KP,RA",SY,7/5/11,186,3,7/17/11,198,3,7/25/11,206,2,FLEDGED,3,75.47929104,4.323858328
6743,2640-70662,1,4,,Y,6,17.26,7.88,2.848391686,2.064327904,7.453670183,,,"""11-140""",2011,HB-mid,High,Fed,2391-68716,"WG,PA",SY,18.37,11.91,2.910718899,2.477378383,11.9116683,2510-06912,"WP,WA",ASY,7/5/11,186,4,7/17/11,198,3,7/26/11,207,3,FLEDGED,3,353.7141064,5.868488978
6744,2640-70663,0,4,,Y,6,16.2,8.14,2.785011242,2.09679018,8.293322799,,,"""11-140""",2011,HB-mid,High,Fed,2391-68716,"WG,PA",SY,18.37,11.91,2.910718899,2.477378383,11.9116683,2510-06912,"WP,WA",ASY,7/5/11,186,4,7/17/11,198,3,7/26/11,207,3,FLEDGED,3,353.7141064,5.868488978
6745,2640-70664,1,4,,Y,6,17.16,8.39,2.842581094,2.12704052,7.990307008,,,"""11-140""",2011,HB-mid,High,Fed,2391-68716,"WG,PA",SY,18.37,11.91,2.910718899,2.477378383,11.9116683,2510-06912,"WP,WA",ASY,7/5/11,186,4,7/17/11,198,3,7/26/11,207,3,FLEDGED,3,353.7141064,5.868488978
UNK11,UNK11,,4,,Y,6,,,,,,,,"""11-140""",2011,HB-mid,High,Fed,2391-68716,"WG,PA",SY,18.37,11.91,2.910718899,2.477378383,11.9116683,2510-06912,"WP,WA",ASY,7/5/11,186,4,7/17/11,198,3,7/26/11,207,3,FLEDGED,3,353.7141064,5.868488978
6728,2640-70526,0,4,0.25,,6,17.05,7.9,2.836150204,2.066862759,7.580570234,8.25,0.238047614,"""11-141""",2011,N Ridge,High,Control,2590-90074,"OR,YA",ASY,18.69,,2.927988621,,,2590-89975,"KO,KA",SY,6/30/11,181,4,7/11/11,192,4,7/20/11,201,4,FLEDGED,2,219.9279555,5.393300018
6729,2640-70527,1,4,0.25,,6,16.91,8.4,2.827905163,2.128231706,8.138619408,8.25,0.238047614,"""11-141""",2011,N Ridge,High,Control,2590-90074,"OR,YA",ASY,18.69,,2.927988621,,,2590-89975,"KO,KA",SY,6/30/11,181,4,7/11/11,192,4,7/20/11,201,4,FLEDGED,2,219.9279555,5.393300018
6730,2640-70528,0,4,0.25,,6,17.2,8.3,2.844909384,2.116255515,7.883054233,8.25,0.238047614,"""11-141""",2011,N Ridge,High,Control,2590-90074,"OR,YA",ASY,18.69,,2.927988621,,,2590-89975,"KO,KA",SY,6/30/11,181,4,7/11/11,192,4,7/20/11,201,4,FLEDGED,2,219.9279555,5.393300018
6731,2640-70529,0,4,0.25,,6,16.76,8.4,2.818995095,2.128231706,8.22405305,8.25,0.238047614,"""11-141""",2011,N Ridge,High,Control,2590-90074,"OR,YA",ASY,18.69,,2.927988621,,,2590-89975,"KO,KA",SY,6/30/11,181,4,7/11/11,192,4,7/20/11,201,4,FLEDGED,2,219.9279555,5.393300018
6196,2590-89970,0,4,0.5,,6,18,8.9,2.890371758,2.186051277,8.014314709,9,0.469041576,"""11-15""",2011,HQ-N,Low,Control,2360-81786,"WB,YA",SY,19,10.23,2.944438979,2.32532458,10.22253572,2360-81785,"OO,KA",SY,6/1/11,152,4,6/13/11,164,4,6/21/11,172,4,FLEDGED,1,11.80041099,2.46813436
6197,2590-89971,0,4,0.5,,6,18.1,9.2,2.895911938,2.219203484,8.230842651,9,0.469041576,"""11-15""",2011,HQ-N,Low,Control,2360-81786,"WB,YA",SY,19,10.23,2.944438979,2.32532458,10.22253572,2360-81785,"OO,KA",SY,6/1/11,152,4,6/13/11,164,4,6/21/11,172,4,FLEDGED,1,11.80041099,2.46813436
6198,2590-89972,1,4,0.5,,6,17.5,8.4,2.862200881,2.128231706,7.817978195,9,0.469041576,"""11-15""",2011,HQ-N,Low,Control,2360-81786,"WB,YA",SY,19,10.23,2.944438979,2.32532458,10.22253572,2360-81785,"OO,KA",SY,6/1/11,152,4,6/13/11,164,4,6/21/11,172,4,FLEDGED,1,11.80041099,2.46813436
6199,2590-89973,1,4,0.5,,6,18.4,9.5,2.912350665,2.251291799,8.337059069,9,0.469041576,"""11-15""",2011,HQ-N,Low,Control,2360-81786,"WB,YA",SY,19,10.23,2.944438979,2.32532458,10.22253572,2360-81785,"OO,KA",SY,6/1/11,152,4,6/13/11,164,4,6/21/11,172,4,FLEDGED,1,11.80041099,2.46813436
6750,2640-70537,0,3,0.33,,6,15.69,7.3,2.753023567,1.987874348,7.721621901,8,0.608276253,"""11-150""",2011,N Ridge,High,Fed,2590-89949,"WB,OA",SY,19.06,9.2,2.947591898,2.219203484,9.192539454,2590-89894,"RP,GA",ASY,7/9/11,190,3,7/20/11,201,3,7/28/11,209,3,FLEDGED,3,746.2738776,6.615092661
6751,2640-70538,0,3,0.33,,6,15.14,8.4,2.717340248,2.128231706,9.264618107,8,0.608276253,"""11-150""",2011,N Ridge,High,Fed,2590-89949,"WB,OA",SY,19.06,9.2,2.947591898,2.219203484,9.192539454,2590-89894,"RP,GA",ASY,7/9/11,190,3,7/20/11,201,3,7/28/11,209,3,FLEDGED,3,746.2738776,6.615092661
6752,2640-70539,1,3,0.33,,6,16.46,8.3,2.800933195,2.116255515,8.3,8,0.608276253,"""11-150""",2011,N Ridge,High,Fed,2590-89949,"WB,OA",SY,19.06,9.2,2.947591898,2.219203484,9.192539454,2590-89894,"RP,GA",ASY,7/9/11,190,3,7/20/11,201,3,7/28/11,209,3,FLEDGED,3,746.2738776,6.615092661
6871,2391-68758,0,4,0.25,,6,16.7,8.69,2.815408719,2.162172939,8.543814962,8.38,0.20992062,"""11-17""",2011,HB-main,High,Control,2590-89800,"BG,OA",ASY,17.36,,2.854168709,,,2590-89610,"PW,GA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,3,FLEDGED,1,100.8271938,4.613408099
6872,2391-68759,0,4,0.25,,6,16.2,8.32,2.785011242,2.118662255,8.476713229,8.38,0.20992062,"""11-17""",2011,HB-main,High,Control,2590-89800,"BG,OA",ASY,17.36,,2.854168709,,,2590-89610,"PW,GA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,3,FLEDGED,1,100.8271938,4.613408099
6873,died-died,1,4,0.25,,6,16.2,8.23,2.785011242,2.107786015,8.385018014,8.38,0.20992062,"""11-17""",2011,HB-main,High,Control,2590-89800,"BG,OA",ASY,17.36,,2.854168709,,,2590-89610,"PW,GA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,3,FLEDGED,1,100.8271938,4.613408099
6874,2391-68761,0,4,0.25,,6,16.6,8.28,2.809402695,2.113842968,8.198217186,8.38,0.20992062,"""11-17""",2011,HB-main,High,Control,2590-89800,"BG,OA",ASY,17.36,,2.854168709,,,2590-89610,"PW,GA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,3,FLEDGED,1,100.8271938,4.613408099
6545,2391-68765,1,4,1,,6,18.34,10.1,2.909084467,2.312535424,8.897604948,8.31,0.702614166,"""11-21""",2011,HB-mid,High,Control,2391-68718,"WG,KA",SY,17.74,10.4,2.875821977,2.341805806,10.41082585,2590-89890,"RP,BA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,60.91614103,4.109498181
6546,2391-68766,1,4,1,,6,17.9,9.3,2.884800713,2.2300144,8.42936691,8.31,0.702614166,"""11-21""",2011,HB-mid,High,Control,2391-68718,"WG,KA",SY,17.74,10.4,2.875821977,2.341805806,10.41082585,2590-89890,"RP,BA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,60.91614103,4.109498181
6547,2391-68767,1,4,1,,6,17.25,8.35,2.847812143,2.122261539,7.903608375,8.31,0.702614166,"""11-21""",2011,HB-mid,High,Control,2391-68718,"WG,KA",SY,17.74,10.4,2.875821977,2.341805806,10.41082585,2590-89890,"RP,BA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,60.91614103,4.109498181
6548,2391-68768,1,4,1,,6,16.9,8.63,2.827313622,2.155244505,8.367261454,8.31,0.702614166,"""11-21""",2011,HB-mid,High,Control,2391-68718,"WG,KA",SY,17.74,10.4,2.875821977,2.341805806,10.41082585,2590-89890,"RP,BA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,60.91614103,4.109498181
6580,2590-89976,0,4,0.25,,6,16.57,7.2,2.807593831,1.974081026,7.144013694,7.025,0.75,"""11-24""",2011,N Ridge,High,Control,2510-08242,"PK,BA",ASY,18.74,,2.930660277,,,2590-89893,"GB,RA",ASY,6/2/11,153,4,6/14/11,165,4,6/23/11,174,4,FLEDGED,1,16.07257037,2.777114116
6581,2590-89977,0,4,0.25,,6,17.03,6.6,2.834976495,1.887069649,6.341852398,7.025,0.75,"""11-24""",2011,N Ridge,High,Control,2510-08242,"PK,BA",ASY,18.74,,2.930660277,,,2590-89893,"GB,RA",ASY,6/2/11,153,4,6/14/11,165,4,6/23/11,174,4,FLEDGED,1,16.07257037,2.777114116
6582,2590-89978,0,4,0.25,,6,17.26,8,2.848391686,2.079441542,7.567177851,7.025,0.75,"""11-24""",2011,N Ridge,High,Control,2510-08242,"PK,BA",ASY,18.74,,2.930660277,,,2590-89893,"GB,RA",ASY,6/2/11,153,4,6/14/11,165,4,6/23/11,174,4,FLEDGED,1,16.07257037,2.777114116
6583,2590-89979,1,4,0.25,,6,17.51,6.3,2.862772146,1.840549633,5.859559223,7.025,0.75,"""11-24""",2011,N Ridge,High,Control,2510-08242,"PK,BA",ASY,18.74,,2.930660277,,,2590-89893,"GB,RA",ASY,6/2/11,153,4,6/14/11,165,4,6/23/11,174,4,FLEDGED,1,16.07257037,2.777114116
5844,2510-44185,0,4,0.5,,6,16.29,8.16,2.790551423,2.099244169,8.259892777,8.67,0.572974694,"""11-26""",2011,HQ-N,Low,Control,2510-44172,"GY,WA",SY,18.69,9.83,2.927988621,2.285438934,9.826997459,2510-44183,"BK,GA",SY,6/4/11,155,4,6/16/11,167,4,6/23/11,174,4,FLEDGED,1,82.28951112,4.410243653
5845,2510-44186,0,4,0.5,,6,16.96,,2.83085763,,,8.67,0.572974694,"""11-26""",2011,HQ-N,Low,Control,2510-44172,"GY,WA",SY,18.69,9.83,2.927988621,2.285438934,9.826997459,2510-44183,"BK,GA",SY,6/4/11,155,4,6/16/11,167,4,6/23/11,174,4,FLEDGED,1,82.28951112,4.410243653
5846,2510-44187,1,4,0.5,,6,16.43,8.56,2.799108932,2.14710019,8.578321171,8.67,0.572974694,"""11-26""",2011,HQ-N,Low,Control,2510-44172,"GY,WA",SY,18.69,9.83,2.927988621,2.285438934,9.826997459,2510-44183,"BK,GA",SY,6/4/11,155,4,6/16/11,167,4,6/23/11,174,4,FLEDGED,1,82.28951112,4.410243653
5847,2510-44188,1,4,0.5,,6,16.78,9.29,2.820187701,2.228938553,9.082706965,8.67,0.572974694,"""11-26""",2011,HQ-N,Low,Control,2510-44172,"GY,WA",SY,18.69,9.83,2.927988621,2.285438934,9.826997459,2510-44183,"BK,GA",SY,6/4/11,155,4,6/16/11,167,4,6/23/11,174,4,FLEDGED,1,82.28951112,4.410243653
6590,2590-89986,0,3,0.67,,6,16.66,8.8,2.813010637,2.174751721,8.676315527,8.5,0.264575131,"""11-28""",2011,N Ridge,High,Control,2590-89953,"BO,KA",ASY,18.82,11.1,2.934920134,2.406945108,11.09462528,2510-43809,"YB,RA",ASY,6/3/11,154,4,6/16/11,167,4,6/25/11,176,4,FLEDGED,1,51.28570784,3.937412114
6591,2590-89987,1,3,0.67,,6,16.86,8.3,2.824943953,2.116255515,8.069688705,8.5,0.264575131,"""11-28""",2011,N Ridge,High,Control,2590-89953,"BO,KA",ASY,18.82,11.1,2.934920134,2.406945108,11.09462528,2510-43809,"YB,RA",ASY,6/3/11,154,4,6/16/11,167,4,6/25/11,176,4,FLEDGED,1,51.28570784,3.937412114
6592,2590-89988,1,3,0.67,,6,17.5,8.4,2.862200881,2.128231706,7.817978195,8.5,0.264575131,"""11-28""",2011,N Ridge,High,Control,2590-89953,"BO,KA",ASY,18.82,11.1,2.934920134,2.406945108,11.09462528,2510-43809,"YB,RA",ASY,6/3/11,154,4,6/16/11,167,4,6/25/11,176,4,FLEDGED,1,51.28570784,3.937412114
6607,2510-44193,1,4,0.5,,6,17.15,8.81,2.841998174,2.17588744,8.396032605,8.415,1.289379696,"""11-31""",2011,HQ-N,Low,Control,2510-44177,"RG,KA",ASY,18.98,10.19,2.943385793,2.321406847,10.18284159,2360-81773,"OK,GA",SY,6/6/11,157,4,6/17/11,168,4,6/26/11,177,4,FLEDGED,1,52.05417489,3.952285001
6608,2510-44194,1,4,0.5,,6,16.47,8.87,2.801540544,2.182674796,8.863688466,8.415,1.289379696,"""11-31""",2011,HQ-N,Low,Control,2510-44177,"RG,KA",ASY,18.98,10.19,2.943385793,2.321406847,10.18284159,2360-81773,"OK,GA",SY,6/6/11,157,4,6/17/11,168,4,6/26/11,177,4,FLEDGED,1,52.05417489,3.952285001
6609,2510-44195,0,4,0.5,,6,14.66,6.53,2.685122696,1.876406943,7.479282372,8.415,1.289379696,"""11-31""",2011,HQ-N,Low,Control,2510-44177,"RG,KA",ASY,18.98,10.19,2.943385793,2.321406847,10.18284159,2360-81773,"OK,GA",SY,6/6/11,157,4,6/17/11,168,4,6/26/11,177,4,FLEDGED,1,52.05417489,3.952285001
6610,2510-44196,0,4,0.5,,6,16.17,9.45,2.783157674,2.246014742,9.648936026,8.415,1.289379696,"""11-31""",2011,HQ-N,Low,Control,2510-44177,"RG,KA",ASY,18.98,10.19,2.943385793,2.321406847,10.18284159,2360-81773,"OK,GA",SY,6/6/11,157,4,6/17/11,168,4,6/26/11,177,4,FLEDGED,1,52.05417489,3.952285001
6602,2590-89999,1,2,1,,6,13.21,6.4,2.580974119,1.85629799,8.282045909,6.4,0,"""11-32""",2011,N Ridge,High,Control,2590-89957,"BO,WA",ASY,17.84,9.4,2.881443127,2.240709689,9.408420345,2590-89951,"WB,GA",SY,6/5/11,156,4,6/19/11,170,4,6/29/11,180,2,FLEDGED,1,15.17624857,2.719731612
6653,2590-90000,1,2,1,,6,13.54,6.4,2.605648267,1.85629799,8.045974673,6.4,0,"""11-32""",2011,N Ridge,High,Control,2590-89957,"BO,WA",ASY,17.84,9.4,2.881443127,2.240709689,9.408420345,2590-89951,"WB,GA",SY,6/5/11,156,4,6/19/11,170,4,6/29/11,180,2,FLEDGED,1,15.17624857,2.719731612
6599,2590-89996,1,3,1,,6,16.04,6.6,2.775085602,1.887069649,6.802995486,6.666666667,0.503322296,"""11-35""",2011,N Ridge,High,Control,2590-89958,"BG,KA",SY,18.71,9.8,2.92905814,2.282382386,9.796736292,2590-89974,"BR,YA",SY,6/6/11,157,4,6/19/11,170,4,6/28/11,179,3,FLEDGED,1,31.17627237,3.439657305
6600,2590-89997,1,3,1,,6,16.36,7.2,2.794839331,1.974081026,7.25160653,6.666666667,0.503322296,"""11-35""",2011,N Ridge,High,Control,2590-89958,"BG,KA",SY,18.71,9.8,2.92905814,2.282382386,9.796736292,2590-89974,"BR,YA",SY,6/6/11,157,4,6/19/11,170,4,6/28/11,179,3,FLEDGED,1,31.17627237,3.439657305
6601,2590-89998,1,3,1,,6,16.89,6.2,2.826721731,1.824549292,6.01541372,6.666666667,0.503322296,"""11-35""",2011,N Ridge,High,Control,2590-89958,"BG,KA",SY,18.71,9.8,2.92905814,2.282382386,9.796736292,2590-89974,"BR,YA",SY,6/6/11,157,4,6/19/11,170,4,6/28/11,179,3,FLEDGED,1,31.17627237,3.439657305
6515,2391-68740,1,4,0.75,,6,15.79,8.42,2.759376828,2.130609828,8.840238804,8.2825,0.422403835,"""11-45""",2011,HB-mid,High,Control,2590-90014,"OR,PA",ASY,18.35,,2.909629575,,,2590-89892,"GP,OA",ASY,5/30/11,150,4,6/10/11,161,4,6/20/11,171,4,FLEDGED,1,69.72811499,4.244603608
6516,2391-68741,0,4,0.75,,6,15.52,8.6,2.742129515,2.151762203,9.213595056,8.2825,0.422403835,"""11-45""",2011,HB-mid,High,Control,2590-90014,"OR,PA",ASY,18.35,,2.909629575,,,2590-89892,"GP,OA",ASY,5/30/11,150,4,6/10/11,161,4,6/20/11,171,4,FLEDGED,1,69.72811499,4.244603608
6517,2391-68742,1,4,0.75,,6,14.63,7.66,2.683074215,2.036011984,8.794642318,8.2825,0.422403835,"""11-45""",2011,HB-mid,High,Control,2590-90014,"OR,PA",ASY,18.35,,2.909629575,,,2590-89892,"GP,OA",ASY,5/30/11,150,4,6/10/11,161,4,6/20/11,171,4,FLEDGED,1,69.72811499,4.244603608
6518,2391-68743,1,4,0.75,,6,16.25,8.45,2.788092909,2.134166441,8.578124133,8.2825,0.422403835,"""11-45""",2011,HB-mid,High,Control,2590-90014,"OR,PA",ASY,18.35,,2.909629575,,,2590-89892,"GP,OA",ASY,5/30/11,150,4,6/10/11,161,4,6/20/11,171,4,FLEDGED,1,69.72811499,4.244603608
6200,2590-89966,1,4,0.5,,6,17.68,9,2.872434057,2.197224577,8.276544639,8.075,1.099621147,"""11-47""",2011,N Ridge,High,Control,2590-90011,"WG,GA",ASY,18.7,,2.928523524,,,2460-32842,"WG,GA",ASY,6/2/11,153,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,7.345805709,1.994129498
6201,2590-89967,0,4,0.5,,6,13.75,6.5,2.621038824,1.871802177,8.025615628,8.075,1.099621147,"""11-47""",2011,N Ridge,High,Control,2590-90011,"WG,GA",ASY,18.7,,2.928523524,,,2460-32842,"WG,GA",ASY,6/2/11,153,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,7.345805709,1.994129498
6202,2590-89968,1,4,0.5,,6,16.8,8.6,2.821378886,2.151762203,8.396373221,8.075,1.099621147,"""11-47""",2011,N Ridge,High,Control,2590-90011,"WG,GA",ASY,18.7,,2.928523524,,,2460-32842,"WG,GA",ASY,6/2/11,153,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,7.345805709,1.994129498
6549,2590-89969,0,4,0.5,,6,15.93,8.2,2.768204124,2.104134154,8.520649973,8.075,1.099621147,"""11-47""",2011,N Ridge,High,Control,2590-90011,"WG,GA",ASY,18.7,,2.928523524,,,2460-32842,"WG,GA",ASY,6/2/11,153,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,7.345805709,1.994129498
6527,2391-68748,1,4,0.75,,6,16.52,9.04,2.804571768,2.201659174,9.001531838,8.4225,1.043020454,"""11-49""",2011,HB-mid,High,Control,2391-68716,"WG,PA",SY,18.37,11.91,2.910718899,2.477378383,11.9116683,2510-06912,"WP,WA",ASY,5/31/11,151,4,6/11/11,162,4,6/21/11,172,4,FLEDGED,1,79.89488665,4.380711854
6862,2391-68749,0,4,0.75,,6,14.7,6.89,2.687847494,1.930071085,7.866455086,8.4225,1.043020454,"""11-49""",2011,HB-mid,High,Control,2391-68716,"WG,PA",SY,18.37,11.91,2.910718899,2.477378383,11.9116683,2510-06912,"WP,WA",ASY,5/31/11,151,4,6/11/11,162,4,6/21/11,172,4,FLEDGED,1,79.89488665,4.380711854
6863,2391-68750,1,4,0.75,,6,17.14,9.12,2.841414913,2.210469804,8.697409569,8.4225,1.043020454,"""11-49""",2011,HB-mid,High,Control,2391-68716,"WG,PA",SY,18.37,11.91,2.910718899,2.477378383,11.9116683,2510-06912,"WP,WA",ASY,5/31/11,151,4,6/11/11,162,4,6/21/11,172,4,FLEDGED,1,79.89488665,4.380711854
6864,2391-68751,1,4,0.75,,6,16.94,8.64,2.829677689,2.156402583,8.353779205,8.4225,1.043020454,"""11-49""",2011,HB-mid,High,Control,2391-68716,"WG,PA",SY,18.37,11.91,2.910718899,2.477378383,11.9116683,2510-06912,"WP,WA",ASY,5/31/11,151,4,6/11/11,162,4,6/21/11,172,4,FLEDGED,1,79.89488665,4.380711854
6867,2391-68754,0,4,0.75,,6,16.2,7.64,2.785011242,2.033397603,7.783904936,8.04,0.679166155,"""11-5""",2011,HB-outer,High,Control,2391-68717,"RW,PA",ASY,19.45,11.61,2.96784707,2.451866796,11.59452443,2590-89869,"YG,GA",ASY,6/2/11,153,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,108.0109758,4.68223285
6868,2391-68755,1,4,0.75,,6,14.8,7.29,2.694627181,1.986503546,8.257271408,8.04,0.679166155,"""11-5""",2011,HB-outer,High,Control,2391-68717,"RW,PA",ASY,19.45,11.61,2.96784707,2.451866796,11.59452443,2590-89869,"YG,GA",ASY,6/2/11,153,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,108.0109758,4.68223285
6869,2391-68756,1,4,0.75,,6,17.6,8.61,2.867898902,2.152924318,7.960091622,8.04,0.679166155,"""11-5""",2011,HB-outer,High,Control,2391-68717,"RW,PA",ASY,19.45,11.61,2.96784707,2.451866796,11.59452443,2590-89869,"YG,GA",ASY,6/2/11,153,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,108.0109758,4.68223285
6870,2391-68757,1,4,0.75,,6,16.3,8.62,2.791165108,2.154085085,8.719250507,8.04,0.679166155,"""11-5""",2011,HB-outer,High,Control,2391-68717,"RW,PA",ASY,19.45,11.61,2.96784707,2.451866796,11.59452443,2590-89869,"YG,GA",ASY,6/2/11,153,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,108.0109758,4.68223285
6603,2510-44189,0,4,0.5,,6,16.92,8.52,2.828496354,2.142416341,8.249167767,8.5275,0.149080515,"""11-51""",2011,HQ-N,Low,Control,2510-44178,"RB,YA",SY,19.8,10.63,2.985681938,2.363680192,10.61094708,2360-81777,"WB,WA",SY,6/5/11,156,4,6/17/11,168,4,6/27/11,178,4,FLEDGED,1,66.17524566,4.19230646
6604,2510-44190,0,4,0.5,,6,16.68,8.74,2.814210397,2.16791019,8.605050594,8.5275,0.149080515,"""11-51""",2011,HQ-N,Low,Control,2510-44178,"RB,YA",SY,19.8,10.63,2.985681938,2.363680192,10.61094708,2360-81777,"WB,WA",SY,6/5/11,156,4,6/17/11,168,4,6/27/11,178,4,FLEDGED,1,66.17524566,4.19230646
6605,2510-44191,1,4,0.5,,6,16.21,8.41,2.785628336,2.129421474,8.562213724,8.5275,0.149080515,"""11-51""",2011,HQ-N,Low,Control,2510-44178,"RB,YA",SY,19.8,10.63,2.985681938,2.363680192,10.61094708,2360-81777,"WB,WA",SY,6/5/11,156,4,6/17/11,168,4,6/27/11,178,4,FLEDGED,1,66.17524566,4.19230646
6606,2510-44192,1,4,0.5,,6,16.43,8.44,2.799108932,2.132982309,8.458064332,8.5275,0.149080515,"""11-51""",2011,HQ-N,Low,Control,2510-44178,"RB,YA",SY,19.8,10.63,2.985681938,2.363680192,10.61094708,2360-81777,"WB,WA",SY,6/5/11,156,4,6/17/11,168,4,6/27/11,178,4,FLEDGED,1,66.17524566,4.19230646
6875,2391-68760,0,4,0.5,,6,16.3,8.26,2.791165108,2.111424588,8.355105474,8.3425,0.546282894,"""11-55""",2011,HB-main,High,Control,2391-68735,"KG,RA",ASY,18.4,9.17,2.912350665,2.215937286,9.170898392,2510-43878,"YG,RA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,78.28250162,4.360324099
6876,2391-68762,0,4,0.5,,6,16.3,7.66,2.791165108,2.036011984,7.748197086,8.3425,0.546282894,"""11-55""",2011,HB-main,High,Control,2391-68735,"KG,RA",ASY,18.4,9.17,2.912350665,2.215937286,9.170898392,2510-43878,"YG,RA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,78.28250162,4.360324099
6877,2391-68763,1,4,0.5,,6,17.5,8.98,2.862200881,2.194999882,8.357790975,8.3425,0.546282894,"""11-55""",2011,HB-main,High,Control,2391-68735,"KG,RA",ASY,18.4,9.17,2.912350665,2.215937286,9.170898392,2510-43878,"YG,RA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,78.28250162,4.360324099
6544A,2391-68764,1,4,0.5,,6,17.2,8.47,2.844909384,2.136530509,8.04451438,8.3425,0.546282894,"""11-55""",2011,HB-main,High,Control,2391-68735,"KG,RA",ASY,18.4,9.17,2.912350665,2.215937286,9.170898392,2510-43878,"YG,RA",ASY,6/1/11,152,4,6/13/11,164,4,6/22/11,173,4,FLEDGED,1,78.28250162,4.360324099
6553,2590-89959,1,4,0.75,,7,17.67,8.6,2.871868286,2.151762203,7.913944076,8.675,0.221735578,"""11-74""",2011,N Ridge,High,Control,UB,UB,ASY,,,,,,2360-81780,"OK,OA",ASY,5/31/11,151,4,6/12/11,163,4,6/21/11,172,4,FLEDGED,1,,
6554,2590-89961,0,4,0.75,,7,15.97,8.5,2.770711962,2.140066163,8.806459168,8.675,0.221735578,"""11-74""",2011,N Ridge,High,Control,UB,UB,ASY,,,,,,2360-81780,"OK,OA",ASY,5/31/11,151,4,6/12/11,163,4,6/21/11,172,4,FLEDGED,1,,
6555,2590-89960,1,4,0.75,,7,16.9,9,2.827313622,2.197224577,8.725996881,8.675,0.221735578,"""11-74""",2011,N Ridge,High,Control,UB,UB,ASY,,,,,,2360-81780,"OK,OA",ASY,5/31/11,151,4,6/12/11,163,4,6/21/11,172,4,FLEDGED,1,,
6556,2590-89962,1,4,0.75,,7,15.67,8.6,2.751748056,2.151762203,9.11031407,8.675,0.221735578,"""11-74""",2011,N Ridge,High,Control,UB,UB,ASY,,,,,,2360-81780,"OK,OA",ASY,5/31/11,151,4,6/12/11,163,4,6/21/11,172,4,FLEDGED,1,,
6550,2590-89963,1,4,,Y,7,18.38,9.3,2.911263117,2.2300144,8.171951418,,,"""11-75""",2011,HQ-N,Low,Control,2510-44182,"GB,KA",SY,19.1,9.45,2.949688335,2.246014742,9.441826018,2510-44102,"OY,YA",ASY,5/31/11,151,4,6/12/11,163,3,6/21/11,172,3,FLEDGED,1,71.79658475,4.273836909
6551,2590-89964,1,4,,Y,7,16.74,8.7,2.817801065,2.163323026,8.529697367,,,"""11-75""",2011,HQ-N,Low,Control,2510-44182,"GB,KA",SY,19.1,9.45,2.949688335,2.246014742,9.441826018,2510-44102,"OY,YA",ASY,5/31/11,151,4,6/12/11,163,3,6/21/11,172,3,FLEDGED,1,71.79658475,4.273836909
